id,revenue
3143,200384177.59770066
3144,6591370.550206485
3145,5951492.791582631
3146,922507.0307888038
3147,15793265.290707042
3148,671574.6869695792
3149,7661980.04112702
3150,108922209.86434397
3151,6643311.2324364055
3152,6724795.914908698
3153,647577.3280309384
3154,4805201.767716755
3155,13438992.699313318
3156,2374308.0520332768
3157,35012177.70707665
3158,279217513.916351
3159,4958515.469520263
3160,20586194.39784075
3161,404385.2370032639
3162,3568411.810517444
3163,166904861.53488487
3164,1685779.1148219919
3165,34853.927724242625
3166,267356.6142901986
3167,55788114.38652257
3168,192463.62071678994
3169,29102338.565737177
3170,15952712.737670759
3171,4254891.621568298
3172,14893221.298049955
3173,1313386.7956434556
3174,1097800.294050308
3175,7805489.568818226
3176,44562409.468936056
3177,186051075.94737425
3178,4768857.841117907
3179,5634749.322154844
3180,976210.4840924492
3181,289558.01773172535
3182,193299570.9930334
3183,19363193.846806318
3184,55714847.85047496
3185,73545302.01075657
3186,74198896.92543654
3187,2315593.1804147107
3188,8989655.850588817
3189,70581388.93718444
3190,23513115.03484117
3191,4968355.233100712
3192,1301206.5824738976
3193,327008317.7487586
3194,36900717.451655746
3195,170592.9848433774
3196,3492784.2140713693
3197,249243.62873011484
3198,86712684.20884348
3199,414868335.129547
3200,12754598.525289815
3201,62385.62722258534
3202,5472008.681112234
3203,2635804.0143294353
3204,2292931.471565348
3205,660128.027964928
3206,6753798.1383158965
3207,40213905.4319338
3208,909437.9959823353
3209,4597605.193602712
3210,816591421.7123878
3211,487862.27903033415
3212,42473751.64195368
3213,32128857.640534114
3214,3729447.2156946445
3215,2558142.1300362353
3216,5747502.924364642
3217,509617726.01526344
3218,3756928.1736212354
3219,47537.24062779535
3220,115284292.01843369
3221,6637921.861306219
3222,822.8716626766318
3223,33415640.430137746
3224,2159.260292602203
3225,6331465.5633463785
3226,2925954.1899941126
3227,66608500.99073222
3228,163630275.85429633
3229,131985496.88610168
3230,44733280.81051745
3231,23541947.35132039
3232,13954381.816916013
3233,3455854.5667254594
3234,2294356.5563265043
3235,478322.9305108573
3236,77666.64677235471
3237,14323750.026288092
3238,1155387.1092326602
3239,44670.42990007666
3240,296596889.0890135
3241,2051125.647075949
3242,4719934.799249131
3243,2424960.320265855
3244,768939.7397789017
3245,108610.14633917378
3246,14959998.15938046
3247,9082270.18958305
3248,76131166.00220734
3249,37724751.701194346
3250,350063870.03267944
3251,497298.3374914211
3252,18329971.832190603
3253,51661708.77569945
3254,890060.9743341613
3255,102615.96165310626
3256,22992996.77672414
3257,3004966.9034299515
3258,7348310.432435385
3259,40271367.43627191
3260,863906.03838897
3261,353729708.1059382
3262,6133086.20310215
3263,101925.83747764183
3264,133109.1571867637
3265,23009.086439860817
3266,154983.56326495437
3267,7047073.681419832
3268,88814.43394853063
3269,36184456.508095115
3270,77822167.86193436
3271,650114.6679325453
3272,13569186.932856956
3273,11406726.80593496
3274,548067439.0483336
3275,6176443.603062973
3276,157280.9413454758
3277,14407605.157032061
3278,19460774.143751923
3279,13117498.05676934
3280,280300850.5022566
3281,322098.18444219587
3282,2214724.653458203
3283,307355226.2162372
3284,28483931.42857952
3285,78909458.00152937
3286,691160.699707161
3287,4585599.367489961
3288,6123755.431140004
3289,56604508.687736236
3290,57952455.35867253
3291,36569000.1131159
3292,278476037.7930705
3293,40863390.76892482
3294,2442119.705291716
3295,6886307.079959989
3296,565527.9557551953
3297,611129.7658129281
3298,25055427.44950985
3299,4672977.382662695
3300,38883317.554420784
3301,186639.26630113585
3302,1522646.9312448443
3303,607716.1436823041
3304,10171694.176655116
3305,47873695.88781947
3306,461646.22025554854
3307,18360531.908943627
3308,24415111.468856797
3309,242630.9711099801
3310,2947840.5883353464
3311,5801787.700265559
3312,1382883.7764090688
3313,33513154.007031776
3314,45076185.555162475
3315,44834223.76179483
3316,6577535.412936991
3317,229414.94711912202
3318,55337.445535832114
3319,8210025.652990289
3320,12146607.564818904
3321,5577741.068564897
3322,2565970.6761145648
3323,173666139.75197214
3324,4931059.452360101
3325,105635405.29526936
3326,156228292.9884861
3327,83950630.1807526
3328,25717073.351255115
3329,4420002.301399486
3330,127750330.1103093
3331,631453.1425953116
3332,66225357.66360059
3333,359485736.25550884
3334,1885206.5575240243
3335,12402010.746856986
3336,2403350.3239736124
3337,117712.38240568338
3338,13718799.823449599
3339,588029.0095645298
3340,145195509.10677066
3341,2624515.978121162
3342,65374098.21941135
3343,116848031.71149814
3344,1233643.5190045908
3345,510230.634390921
3346,33181686.40461228
3347,260931.50459824415
3348,29233452.236262415
3349,99440714.72354342
3350,325367933.1579315
3351,8809989.36256423
3352,512891.19176066195
3353,43086008.08165555
3354,1473949.6615215975
3355,5937361.277982131
3356,9975762.030193996
3357,596260.1487295227
3358,18185189.232499167
3359,40383283.44868296
3360,8857664.027625859
3361,86315561.46772468
3362,7554593.744401062
3363,2697225.896658179
3364,27699890.34999687
3365,147011.0583133094
3366,125924356.81541374
3367,114041012.6283354
3368,1429080.6198222872
3369,22883149.40379529
3370,49748293.24210678
3371,43284899.71128035
3372,22951814.859388843
3373,49920693.189729676
3374,10785444.899682825
3375,40841358.967707165
3376,17049761.84978053
3377,3298959.054332878
3378,5857043.2026361
3379,168114079.9798962
3380,62172159.741377555
3381,255464.30930328064
3382,142285.7790379352
3383,893377.7853250816
3384,14397241.932191838
3385,53529767.20726086
3386,1206865.792733547
3387,3761644.419071936
3388,182233848.15895417
3389,818167988.3541336
3390,10799597.155371899
3391,13302224.44618629
3392,7178509.707106439
3393,5088636.232714458
3394,23121368.48304024
3395,168412671.59003255
3396,15045619.34523688
3397,154077.481388068
3398,262365251.45105422
3399,88543164.7850825
3400,8431506.690318104
3401,4839072.56689061
3402,444097.35885146767
3403,21790549.301282275
3404,11729351.945687698
3405,11115587.736584324
3406,72755867.3099422
3407,201155893.36817002
3408,27382568.861975648
3409,2301561.67276735
3410,48035121.39975432
3411,46471256.3862229
3412,11376693.344339566
3413,14288556.862626707
3414,424122.5667442665
3415,6514471.575941936
3416,7794268.52521086
3417,74524031.37846033
3418,52492981.00313959
3419,379613135.0152327
3420,328660.40845601313
3421,6039435.483239812
3422,450399.23783039575
3423,529527324.01779944
3424,95196.15170671769
3425,1721131.5470278673
3426,9031588.441974342
3427,16721683.871817002
3428,1461884.555134615
3429,32098828.704227448
3430,446795838.8935751
3431,1857776.986703513
3432,3604771.645967125
3433,15776683.613402244
3434,1502298.835009468
3435,374128157.63482547
3436,164589271.46613282
3437,615562.8117047776
3438,25286364.37260472
3439,55041638.06249263
3440,30349475.987078335
3441,97688440.7052087
3442,1462620.1609754
3443,1533304.4268680913
3444,261579.30342485174
3445,94909980.38361293
3446,169358.25676696084
3447,3083861.1245472394
3448,6910744.556184284
3449,7962255.728742943
3450,121168804.38175458
3451,22286022.92675375
3452,18877077.698277652
3453,59290841.84475426
3454,28481663.29192388
3455,788791.0767777323
3456,93494559.88993898
3457,3592219.872368971
3458,12468897.455766868
3459,593831965.5236764
3460,40514322.559847444
3461,8219949.908144114
3462,7230909.03751379
3463,32714952.313369267
3464,207724.5500992594
3465,37618714.513802074
3466,23500650.67639934
3467,7311596.983296051
3468,130169605.26203734
3469,839108.6468278012
3470,160002.26420923066
3471,23123121.544866208
3472,516640.5763505526
3473,34146271.53056036
3474,85472601.64828554
3475,258318532.69927755
3476,11387037.771527555
3477,4430269.896434458
3478,11334320.438658513
3479,263452789.459249
3480,3620113.490660231
3481,2342769.1369914403
3482,3331054.5103234057
3483,626089.5092889947
3484,2227445.9560715863
3485,83824927.65701172
3486,21667091.832835916
3487,76449637.60629737
3488,112328474.29054166
3489,6443181.011645897
3490,15133498.439764578
3491,9083242.498229139
3492,7487856.655503752
3493,13429915.330561832
3494,200414.4068621528
3495,89302021.56296812
3496,7379859.184147073
3497,57980911.426894546
3498,58752918.5481296
3499,14162450.302985594
3500,219953.67610881376
3501,45068577.32106919
3502,48064219.472215824
3503,58167763.05196891
3504,25361987.188326053
3505,2382503.7099151686
3506,108952909.6409833
3507,107498262.14015207
3508,16710887.225058565
3509,5570020.062477259
3510,11084909.461607484
3511,18092663.39070351
3512,114358974.00454897
3513,5903076.272308148
3514,9940618.893921692
3515,1194423.4908826454
3516,10043066.277083483
3517,630071858.050885
3518,93050425.4819157
3519,2741298.569296376
3520,2098150.8221393935
3521,186084.79467915543
3522,9475981.26989707
3523,17559439.366048552
3524,77079776.49393564
3525,131012029.54036918
3526,4310679.427093099
3527,13003893.891816126
3528,2716020.46005661
3529,250812965.80708632
3530,14518337.99124515
3531,57572140.083763085
3532,102590477.4639515
3533,17006281.447911993
3534,22541477.794013113
3535,298401609.899939
3536,7714701.833410858
3537,61383272.87190815
3538,38217774.138489544
3539,29302381.039897278
3540,9418911.195190651
3541,11875335.123799806
3542,34678663.785127535
3543,107842.13831058734
3544,46788513.29441273
3545,23.519370967112035
3546,561455.9103159682
3547,188459289.53891
3548,315583582.7920102
3549,3883123.270272913
3550,100194954.66768798
3551,218567090.12393162
3552,73874141.80095692
3553,96814337.28556778
3554,146628735.03055647
3555,101502799.0638545
3556,27739378.377877146
3557,8337736.240861011
3558,325852897.5035768
3559,16283074.852120811
3560,667811.6524675959
3561,67877005.22142297
3562,2890243.900350037
3563,4505247.346532197
3564,407469.72596359317
3565,3318068.7467035055
3566,109364788.68290663
3567,2912214.4905366446
3568,7827748.720256801
3569,195364073.29574442
3570,453451.9339024049
3571,56493670.29259679
3572,216897781.53900746
3573,3482779.8155632066
3574,12862056.072675869
3575,5706149.778211814
3576,21912447.967313692
3577,6491741.830583926
3578,64181053.76099513
3579,17049904.12468229
3580,24300028.469160963
3581,2316922.972366546
3582,141153692.36175483
3583,191734.61920904828
3584,42168234.48960504
3585,35615485.68709351
3586,23425293.849347807
3587,401551.79241667985
3588,980707.0056586458
3589,16806365.06143085
3590,4417126.333684454
3591,434669246.45993996
3592,207823.22858603357
3593,215836.82421955196
3594,4101.929288069441
3595,35810393.56566228
3596,4140017.5358878965
3597,6735675.191636144
3598,23456540.548262157
3599,8799466.019555695
3600,1549741.2222984151
3601,65403.259587127104
3602,739426.0192933454
3603,13495078.728676885
3604,5135605.756001754
3605,55773963.999128886
3606,88522.63238580743
3607,57303118.05295086
3608,178286618.67265126
3609,908519.5465940759
3610,31140326.88245305
3611,180074.31977334598
3612,3003101.156216317
3613,1784974.2435005894
3614,146123889.01910695
3615,28212953.101408884
3616,5444935.682868842
3617,12857196.503839338
3618,100764536.66735461
3619,11308.067040847465
3620,296673270.2681943
3621,239485284.12748498
3622,263366060.31089425
3623,59406814.08888137
3624,57632.139935814026
3625,3800758.74043923
3626,17863805.643063318
3627,24074844.879298937
3628,470864577.2157182
3629,1507132.3017524222
3630,39164.84446694597
3631,120530659.49151717
3632,13717887.295857241
3633,49560416.13909208
3634,2034483.4866230157
3635,981568.7732931459
3636,50527257.430162765
3637,739700.2059479018
3638,19726526.493093785
3639,42966755.54773634
3640,241111385.05679333
3641,852081.931411971
3642,136776.4406450741
3643,4011055.723498464
3644,3091442.7690158505
3645,23116997.43296278
3646,2162771.2943316614
3647,13761835.90795218
3648,2449927.281498311
3649,12235819.811387792
3650,18227785.140444558
3651,389630628.1275826
3652,33604157.40771109
3653,236604413.51372603
3654,1845290.4543461618
3655,19134252.45831245
3656,792582.0983453677
3657,39302.98911563488
3658,3113990.854561788
3659,156529880.58180925
3660,368524335.39439684
3661,8395680.347959403
3662,6252143.706032111
3663,521399678.5350417
3664,145693.3210038146
3665,331311.66437846125
3666,21361227.189587787
3667,168146228.43267038
3668,50844933.91417262
3669,5223364.515105015
3670,1780345.3592139613
3671,32526778.144355807
3672,4000510.9848445742
3673,38166518.06268731
3674,7940252.040753202
3675,206906153.4824965
3676,106358068.93197562
3677,5180444.088857223
3678,4637946.452178876
3679,30700403.44239003
3680,2610038.411268436
3681,3614143.1602704944
3682,82644505.12561138
3683,3035338.0879624435
3684,141743557.64858904
3685,220492245.89168066
3686,1982100.8097976323
3687,203959188.6289213
3688,4782078.798474006
3689,756371.4670278581
3690,88774667.29604267
3691,354168.16843718063
3692,159929.11354968758
3693,50797945.061630696
3694,145595334.62025672
3695,41016567.63923656
3696,33656491.4993598
3697,5325046.582497892
3698,24775676.453017477
3699,3120968.62655298
3700,2441088.1816121154
3701,30346487.71610237
3702,23232.532468001365
3703,80383548.00739585
3704,114354257.20417643
3705,8653276.884896945
3706,35615528.14408746
3707,755488.3500600401
3708,12810421.107178451
3709,352893581.35909253
3710,5266342.956475745
3711,2515034.5552766966
3712,37079843.27003695
3713,7125139.445507923
3714,1101948.2543476322
3715,4443716.367946726
3716,2288913.0889560743
3717,194200.20646403971
3718,13214779.986991793
3719,61990192.61505708
3720,15435633.919586278
3721,122223.92557191213
3722,27160078.483866677
3723,187308.02819049498
3724,5873692.69581023
3725,27295376.055264596
3726,13099009.072387809
3727,49065293.50351167
3728,286805728.35207397
3729,6185766.167287532
3730,86260200.5109442
3731,170245181.5038692
3732,671973.4944777557
3733,354538229.7159152
3734,299314292.5607493
3735,26975786.645980414
3736,11681414.765630048
3737,12613037.785065498
3738,571460.616175754
3739,1858249.6518388896
3740,1626204.909507568
3741,8001679.223751831
3742,100978434.05379137
3743,57169876.18129932
3744,130199557.34022872
3745,26837568.23861857
3746,186716613.75609127
3747,93778.7514892113
3748,5771581.637862142
3749,8447597.819366783
3750,107437.65495041884
3751,9261240.748618908
3752,2398949.107101248
3753,3220385.096329213
3754,21927295.330741554
3755,80131942.91536571
3756,1251257.5638155614
3757,523301871.82824033
3758,108933610.88655174
3759,4838739.151839674
3760,64631217.27118327
3761,33327777.56168492
3762,382094945.06379116
3763,31012755.02596529
3764,13324252.859508554
3765,2297997.1077468055
3766,565956.886035945
3767,30107257.071065705
3768,6665365.400700623
3769,1292822.6967136795
3770,523614.8252299024
3771,34234937.25589769
3772,4806585.911766943
3773,38522947.57222614
3774,18296797.06360392
3775,142070522.27422225
3776,76668583.56672198
3777,2464023.665469567
3778,451769.3870761944
3779,14011823.656747967
3780,149850.04138656895
3781,16014428.249646185
3782,698663.1210065862
3783,4450352.508207842
3784,1048968.6138022642
3785,319560388.7310059
3786,4777696.981730307
3787,125634012.2115453
3788,435393831.42933124
3789,6269225.73989647
3790,1588277.8851262012
3791,9466059.322472807
3792,170.78088330175078
3793,1291228.5735912954
3794,1135412.281168853
3795,144621273.37288377
3796,16523281.106703961
3797,4578245.226966266
3798,69351359.43580997
3799,2779420.955352213
3800,1079243.216885857
3801,31936477.570605695
3802,186672.465139718
3803,15109977.444393767
3804,21676.21040860438
3805,505674.5521388674
3806,39996880.17533148
3807,962138.1426702838
3808,360857.44633356214
3809,25299908.54712745
3810,641907.446549023
3811,13786344.38781341
3812,1612771.9978569844
3813,157557.7017214498
3814,864603.3271577044
3815,84919721.78676163
3816,129947430.36468035
3817,173398454.3991902
3818,69521162.90884598
3819,21841449.589747794
3820,124684290.58202806
3821,103942525.92066018
3822,28087882.959685
3823,3014728.459990819
3824,11181245.212166235
3825,12105412.799927957
3826,98877130.58240786
3827,91754395.2604587
3828,1650389.6876895302
3829,1811.1160905396662
3830,80406932.62465632
3831,2286.5229800557045
3832,268957384.0620622
3833,25294438.143207837
3834,3239664.4463981427
3835,3909559.5244341674
3836,1732392.9420954373
3837,21404872.150284834
3838,3227656.6803953066
3839,186706.87177459922
3840,11421141.499402095
3841,4304010.406727252
3842,855171.3721415051
3843,3679864.4443925903
3844,1025024.2888826537
3845,20165.00720988714
3846,173861.1642088702
3847,15069.758935547652
3848,2357092.3283374673
3849,91413415.53408797
3850,8860585.1727298
3851,20844690.569676235
3852,2503291.893165148
3853,51892986.005301185
3854,192888.77510310136
3855,541633.2975487121
3856,17199363.373447847
3857,243302160.43566602
3858,322004.7391785065
3859,15081051.877185477
3860,8459573.871802498
3861,21006649.90171698
3862,7365794.877128561
3863,72608209.09464976
3864,17070200.616371457
3865,101370244.65133101
3866,3073269.6963899746
3867,24494353.219112348
3868,1405924.8445466214
3869,42880351.83215577
3870,51820473.455858536
3871,378126762.77579576
3872,5061916.182752288
3873,20952109.496847536
3874,412014.92157573526
3875,36319747.96846253
3876,48424.04497683571
3877,82269877.64147776
3878,180537676.26440483
3879,441827144.83053935
3880,11563007.498764195
3881,822.5983807990581
3882,4131382.8917672536
3883,2354434.0015663113
3884,433617400.3599518
3885,3381962.5073575694
3886,35142910.13550953
3887,8769083.538532017
3888,2916124.086444297
3889,272958.4148761335
3890,144744351.7781941
3891,5678695.446327391
3892,2815536.272623987
3893,548809751.8221921
3894,114333020.38034531
3895,48041260.31357653
3896,25601511.095943637
3897,8209874.932811319
3898,29004849.22997884
3899,247308080.41283605
3900,18838744.162664812
3901,737857.7942400416
3902,116888.6498726663
3903,749561.9044425467
3904,7543931.229365945
3905,10249098.783902962
3906,147110981.8794097
3907,4189126.3728894168
3908,12863276.61882602
3909,1343881.0249002706
3910,22739336.336422004
3911,1302860.5491949343
3912,11726975.16521637
3913,139473151.12253112
3914,31194341.876160476
3915,402220963.83716303
3916,283704.756431015
3917,8395700.364847442
3918,2320815.117829749
3919,103766550.58985674
3920,23829489.29631972
3921,21507.729833159505
3922,36672620.522782765
3923,56226403.29169758
3924,43413521.89629805
3925,228237494.8149676
3926,1298586.8315930767
3927,199135416.2193808
3928,85267964.0200432
3929,66783386.163141444
3930,434850.7421710549
3931,2802328.4361042357
3932,2481728.0813727197
3933,9378108.902629564
3934,70642601.76359172
3935,5375.628633602215
3936,322109.934204271
3937,202876460.18801513
3938,18372744.794624943
3939,41427723.867406316
3940,2845264.5319673503
3941,29289501.259019814
3942,258002349.12642923
3943,582763863.6350124
3944,12798438.812178096
3945,54100721.51936233
3946,2846308.725977096
3947,82794055.59684733
3948,2426278.2954401853
3949,1684232.4277878548
3950,121630.14478624279
3951,7183353.14646258
3952,32407755.73854369
3953,59865681.91735242
3954,637324483.2728553
3955,5995128.506833253
3956,38922365.97682711
3957,5766588.728064233
3958,176043.13662236312
3959,5481340.8115654085
3960,274722.711159845
3961,33141664.4163123
3962,292545.96056861395
3963,11948778.737392277
3964,606371495.9341537
3965,42482198.009151146
3966,6512431.028510199
3967,243193188.27381334
3968,33272662.31944262
3969,67480.33070691706
3970,28090635.427300677
3971,21783573.167856794
3972,11123567.589818567
3973,51400509.52638559
3974,135894.1252125832
3975,273070812.2630202
3976,35317822.507651486
3977,129068855.37512046
3978,288677622.16057
3979,4196067.546820394
3980,672147.0256144082
3981,215668.77068298522
3982,2847391.3197344234
3983,14289630.000087358
3984,72713381.16045009
3985,557420.0960436353
3986,950104392.2600543
3987,15785581.962310532
3988,8488021.84544997
3989,13836109.226035792
3990,16105923.020354556
3991,1052866.2971255425
3992,509265.900199978
3993,8965605.945840953
3994,21473145.84110561
3995,28311135.26612819
3996,52842969.08851214
3997,4966195.086489337
3998,135358716.38520652
3999,3760489.4585666577
4000,26178594.798530284
4001,515340.97235839383
4002,167114105.95959574
4003,84331.96443826046
4004,68868533.07241322
4005,189581.90320009374
4006,28732093.563710228
4007,477063.067621888
4008,3202652.6192775154
4009,5437093.872956129
4010,152385.08774573513
4011,16192669.903021907
4012,52234652.10868467
4013,77192953.10439809
4014,96476.7057493714
4015,47726943.47170491
4016,15867686.4026671
4017,5093258.293884798
4018,46237754.96474469
4019,368761993.67693526
4020,7140339.204251754
4021,72929276.95054154
4022,9925791.215346241
4023,182495679.5439189
4024,28422531.466405414
4025,126788.46592994465
4026,135741454.16606516
4027,5452367.6040983265
4028,1204307.0523068593
4029,119076.27069910667
4030,13907238.41856014
4031,88533897.83265175
4032,106547.5653176257
4033,50557.46400581358
4034,593849.7400726164
4035,33038267.82031205
4036,513111.3484474484
4037,9908133.967675133
4038,2657719.1862363545
4039,22188036.67248169
4040,4250041.28118242
4041,108586.35151901611
4042,18927128.110290457
4043,6676567.166604807
4044,41379748.77049956
4045,60410941.44689308
4046,4781132.5786629105
4047,533993813.5072353
4048,6274362.1378330225
4049,178292.27626881556
4050,494768.79734120023
4051,535779699.1251925
4052,4138230.360908426
4053,1139594.4852564503
4054,257045.53433352575
4055,8192486.3312861705
4056,2781201.445825856
4057,5465.136262603027
4058,5715202.599532633
4059,3529528.6507580965
4060,44300987.71234795
4061,215765194.98303837
4062,29345398.87281938
4063,10935930.06576405
4064,400010688.77286965
4065,147151076.91465348
4066,2744362.287115848
4067,26360620.369292814
4068,1079914.2374552109
4069,10411548.58343081
4070,3306762.0270751007
4071,4186484.472009961
4072,12957282.952974916
4073,189141603.95201588
4074,58844.45210848982
4075,13713168.63261772
4076,35842877.78472256
4077,245374153.19485456
4078,4566748.316847745
4079,19582759.662721016
4080,5571486.363588404
4081,11987762.650650715
4082,178178174.20505145
4083,47012016.583988234
4084,241835.13412663506
4085,17895785.728192102
4086,186469753.86432132
4087,10946928.091974968
4088,64228537.98503374
4089,10976617.326043744
4090,2867546.725760983
4091,13380622.469408246
4092,25923317.208760325
4093,10672307.217040217
4094,2828989.8135266714
4095,229526318.56551233
4096,6783497.944790518
4097,93031459.28244224
4098,1981538.0589523239
4099,3117024.4296887135
4100,68861981.98833995
4101,43877349.35913629
4102,1292203.9126021361
4103,15654748.243358592
4104,4405094.996384198
4105,384844.46136525605
4106,2266052.6706920257
4107,333718.3753039914
4108,10189906.144776432
4109,635215.5715182159
4110,43997786.48376959
4111,6345822.43918767
4112,13757075.887753438
4113,206633.05993481222
4114,127785910.06933671
4115,5939793.738226853
4116,30640149.582531523
4117,4167548.868399234
4118,29663286.632056694
4119,46035962.40472873
4120,883547.875066521
4121,7230693.542812833
4122,90134426.57778601
4123,5383208.25945409
4124,26163451.14813894
4125,10069783.14973146
4126,3204867.7441365677
4127,4164174.903267088
4128,17380592.40988825
4129,992144.7429100608
4130,1826071.2000000647
4131,89607668.4953928
4132,73040834.69843094
4133,28226086.270436376
4134,9694716.275454711
4135,13470962.784231544
4136,388336707.81440777
4137,4313795.651964856
4138,66616886.5304516
4139,9561497.906337578
4140,1271685.233308147
4141,3689433.820224988
4142,55916762.71051459
4143,18392695.21734251
4144,2233488.626247842
4145,13094743.684294652
4146,2618653.77936036
4147,58853.740601576195
4148,4387381.368172349
4149,4898504.131849418
4150,581870.2366585876
4151,449757.00420064206
4152,26514803.533790596
4153,17819566.25335925
4154,1573493.9646397554
4155,16840972.60827277
4156,600528.48865852
4157,1721943.0001566529
4158,19678232.40854605
4159,130628330.90629563
4160,403721570.60410887
4161,7061603.486154869
4162,15784084.13002521
4163,85612449.63606688
4164,2470665.127964784
4165,4956905.571183999
4166,1322992.1263002348
4167,23958629.46743819
4168,857020.6028340856
4169,3814673.0422758437
4170,4583287.637124941
4171,74186213.9957174
4172,62984428.54400243
4173,1506439.6754518794
4174,8172788.174324034
4175,4266629.700127396
4176,14043863.941561034
4177,44218.86735753448
4178,465253920.1995502
4179,435941.023435954
4180,118504159.96071252
4181,32933474.182384014
4182,4926023.162550961
4183,123487699.35130183
4184,10454730.733143184
4185,3388727.86396607
4186,4388069.712187832
4187,18743867.23990466
4188,17261575.831898693
4189,952397.7965722131
4190,51737.27539756808
4191,205591.36658246073
4192,37531.976423761145
4193,121955187.57228614
4194,196922716.87287006
4195,8064323.740357858
4196,2045.3088470032374
4197,21392138.054316796
4198,550575.6099516036
4199,4760027.109493867
4200,45764204.927715346
4201,30896355.574070845
4202,42601619.04154016
4203,11939555.000199065
4204,23614931.724671405
4205,1782250.114824019
4206,12020286.201994658
4207,568752978.0629184
4208,605635502.2031549
4209,17819468.537761357
4210,116230259.295459
4211,35871174.91205608
4212,307810553.68443
4213,561373.0560012966
4214,20092642.77241203
4215,357641.74847937055
4216,1997338.9761620392
4217,189881.0924053663
4218,21788897.26740035
4219,9379886.624033287
4220,7692483.532547563
4221,222.59904532005004
4222,6006.510581258627
4223,11102728.639619455
4224,5552065.334268605
4225,21379131.187197287
4226,18212355.24099006
4227,15968942.588531006
4228,17869.648424657786
4229,144012771.27663913
4230,25553549.092447955
4231,9581435.870944882
4232,3003502.8564707683
4233,113522928.02263668
4234,5077233.786716401
4235,1444503.4675853222
4236,2765823.289727903
4237,2740852.8661910733
4238,25960984.406166967
4239,36676773.88926007
4240,206034307.0849295
4241,201728814.2223934
4242,7920648.579174411
4243,1588799.7852729752
4244,115594337.04801935
4245,1177527.2418155856
4246,97008.5713323958
4247,50085295.166837126
4248,1938441.8120351227
4249,20580383.990338583
4250,21615139.39959333
4251,248651.51385803038
4252,286290948.98493475
4253,80478489.60743922
4254,15390882.147504874
4255,25970264.246624403
4256,275619389.01512015
4257,86683084.21551494
4258,29173218.649473302
4259,420953.7675322172
4260,262961429.96829063
4261,2837135.1193529004
